Tweet,Actual_Sentiment,Predicted_Sentiment
Champion! Gold 🥇 Medalist Jeremy Lalrinnunga #JeremyLalrinnunga #CWG2022 #CWG2022India #CWG22 #India4CWG2022 #TeamIndia  https://t.co/zCFEmxbNo4,positive,positive
"Schedule for day 3️⃣ at #CWG2022 @birminghamcg22  🗓 31st July, 1st August ⏰️ 1 pm onwards (IST)  #India4CWG202  https://t.co/ycfKTJAXph",neutral,neutral
Jeremy 🇮🇳 (67kg weight category) Attempt 1 - 136kgs 🟢🟢🟢 Attempt 2 - 140kgs 🟢🟢🟢 Attempt 3 - 143kgs 🔴🔴🔴  #cwg2022 #weightlifting,neutral,neutral
"CWG 2022: ક્રિકેટરે સ્વજનને અકસ્માત નડતા કોમનવેલ્થમાં હિસ્સો લેવાને બદલે સ્વદેશ પહોંચવાનો નિર્ણય કર્યો, ઓલરાઉન્ડર ટીમ સાથે નહીં જોવા મળે  #MarizanneKapp #CWG2022 #Commonwealth #Cricket   https://t.co/rBEKYI1a0Y",neutral,neutral
"A 19 year old teenager-Jeremy Lalrinnunga wins Gold Medal 🥇 in Men’s 67KG #WeightLifting Snatch: *140KG* Clean &amp; Jerk: 160KG Total: 300KG  Second best total is of 293KG, that’s a hefty 7KG win for Jeremy Lalrinnunga 🇮🇳  All while struggling with cramps &amp; hurting elbow.  #CWG2022  https://t.co/WxbgYWNgyY",positive,positive
.@birminghamcg22 के वेटलिफ्टिंग स्पर्धा में  #JeremyLalrinnunga को मेंस के 67 किग्रा वर्ग में देश के लिए दूसरा गोल्ड जीतने की स्वर्णिम सफलता पर बहुत बहुत बधाई। आपकी इस उपलब्धि से पूरा देश गौरवान्वित है। #CWG2022  @raltejeremy  https://t.co/fEG967nKft,neutral,neutral
4⃣th Medal for #INDIA 🇮🇳  Congratulations to #Indian 🏋‍♂ weightlifter #BindyaraniDevi for winning #Silver🥈at the #CWG2022.  We 🇮🇳 are Proud of your inspiring achievement! More power to for Golden success in future! #Cheer4India #India4CWG2022 #CWG2022India #CommonwealthGames  https://t.co/qsKjH8pm5p,positive,positive
Second GOLD for #India at #B2022 😍👏🏼  JEREMY LALRINNUNGA 🥇  #CWG2022,neutral,neutral
"Congratulations to  Bindyarani Devi for winning a Silver medal at CWG, Birmingham. Your hard work &amp; determination to win has paid off. We are all very proud of you and our best wishes are with you for future endeavours.  #CWG2022  https://t.co/c7MDnhzkG9",positive,positive
Another #GoldMedal for India #CWG2022 #TeamIndia,neutral,neutral
Chanu Mereya!   #CWG2022,neutral,neutral
Naib Subedar Jeremy Lalrinnunga saluting the tricolour 🇮🇳 and singing National Anthem after winning Gold. Goosebumps indeed .🙏 #JeremyLalrinnunga  #CWG2022India  #CWG2022  https://t.co/UBRCiugHzw,positive,positive
#CWG2022 planning 👀 (not pictured: July 31)  https://t.co/wAE2aFEesn,neutral,neutral
"DNA Sports Wrap | July 31, 2022  #CWG2022 | #MirabaiChanu  | #BindyaraniDevi |  For more updates-  https://t.co/kq08X7QDH9  https://t.co/3OCyD8NiUe",neutral,neutral
#CommonwealthGames | Weightlifter #Gururaj Poojary wins a #Bronze medal for India in the Men's 61 kg weight category with a total of 269 kg  #CWG2022 #weightlifting  https://t.co/nJaWBXMlhz,positive,positive
"Congratulations to Sanket Mahadev Sargar, for bringing home India's first Silver Medal at the #CWG2022  You have proved that a humble beginning should not make your dreams modest!  Keep Shining champ! 🥈   https://t.co/dF5771Sf38",positive,positive
Neeraj Chopra Injury: కామన్వెల్త్‌‌ గేమ్స్‌కి భారత జావెలిన్ త్రోయర్ దూరం!   https://t.co/Wi25aPnA4t via @SamayamTelugu  #NeerajChopra #CWG2022 #CommonwealthGames2022,negative,neutral
.🇮🇳's Aakarshi Kashyap takes the lead at the mid game interval with 11-7 💪  #PBLIndia #Commonwealthgames #B2022 #CWG2022 #Badminton  @birminghamcg22,neutral,neutral
#CWG2022 #CommonwealthGames   खुद को ओलंपिक पदक विजेता मीराबाई चानू की छवि नहीं मानतीं बिंद्यारानी देवी   https://t.co/iIoNHeABQB,neutral,neutral
➡️ભારતીય બોક્સર @nikhat_zareen એ મહિલા 50 કિગ્રામાં હેલેના ઇસ્માઇલ બાગાઓને હરાવી #CWG2022 ની ક્વાર્ટર ફાઇનલમાં પ્રવેશ કર્યો  @birminghamcg22 #CommonwealthGames  https://t.co/vSPd9laQwL,neutral,neutral
1️⃣st medal for India 🇮🇳 in #CommonwealthGames2022 🤩  Sanket Sargar wins silver 🥈in Men's 55kg weightlifting! 👏  Congratulations champ 🎉  #B2022 #CWG2022 #StrongerAsOne #TogetherWeAreInfinite  https://t.co/d1FRH1yDtH,positive,positive
#TableTennis - Men's Team India beat Barbados 3 - 0 #CommonwealthGames #Birmingham #CWG2022 #B2022  #Cheer4India 🇮🇳  https://t.co/Rj0E1u1h95,neutral,neutral
"2️⃣ days to go for @birminghamcg22 🔥  Team 🇮🇳 is ready, are you ? 🏸🔥  @himantabiswa  | @sanjay091968   #IndiaPhirKaregaSmash #CWG2022 #B2022 #IndiaontheRise  https://t.co/pugBpck06r",positive,positive
Indiaaaaa India 👏🏼 #CWG2022 #INDvPAK,neutral,neutral
#PoojaVastrakar will soon join the Indian team in Birmingham and is likely to be available for the clash against Barbados.   #CWG2022 #B2022   https://t.co/WkRgNKZ1u9,positive,positive
"#Cricket #CWG2022   India🇮🇳 served a crushing defeat to arch rivals Pakistan🇵🇰 in their group A match.  Chasing paltry score of 100, India won by 8 wickets with 38 balls to spare.  Smriti score rapid fire 63* (42).",negative,positive
Heartiest Congratulations @mirabai_chanu 🔥 LEGEND! Mirabai Chanu wins India's first Gold Medal at CWG 2022 ⚡  #Mirabaichanu #B2022 #CWG2022 #Weightlifting #TeamIndia  #Chanu,positive,positive
Congratulations  Mirabai Chanu  💐💐💐🥇🥇🥇 #weightlifting Women's 49Kg : Mirabai Chanu Wins first gold for India.  #CWG2022 #B2022 #commenwealthgames #CommenwealthGames2022 #MirabaiChanu,positive,positive
another gold in weight lifting by Indian in common wealth  https://t.co/wykUgA1KBo #CWG2022,positive,positive
.@Srihari3529 dives into the 𝙁𝙞𝙣𝙖𝙡 of the #CWG2022 Men's 100m Backstroke with a timing of 𝟓𝟒.𝟓𝟓𝐬  🏊‍♂️  #BirminghamMeinJitegaHindustanHamara 🫶    #SirfSonyPeDikhega #B2022,neutral,neutral
What an amazing crowd in Coventry for the #Rugby7s #CWG2022  https://t.co/uyalqgEGVn,positive,positive
3rd Gold  🇮🇳 #CWG2022 #CommonwealthGames2022,neutral,neutral
"Sanket Mahadev sagar🔥 SILVER"" for the nation ❤️ Glory!Glory!Glory! All yours king✨ #sanketsagar #CWG2022  https://t.co/0E2nEVoepk",neutral,positive
"You are an inspiration for the world @raltejeremy . In such a young stage, you have created a history for India by winning the #GoldMedal. @WeAreTeamIndia @IndiaSports @PMOIndia #CWG2022 #IndiaMedal",positive,positive
"#SanketSargar Paan seller four years ago, Commonwealth Games silver medallist now   The Sanket Sargar story   #CWG2022 I #TeamIndia I #SanketSargar",neutral,neutral
Deepti Sharma gets a wicket as Australia lose 5   #CWG2022 #INDvsAUS   LIVE:  https://t.co/2W0EPY7Hnm,negative,negative
Heartiest congratulations #MirabaiChanu for clinching #Gold at #CommonwealthGames2022. We take immense pride in her achievement. Hope she continues to perform in such manner.  She will always be a motivating force for the youths of the Country!🇮🇳🥇  #CWG2022 #B2022 @mirabai_chanu  https://t.co/4qO1uwgs0j,positive,positive
Another gold  Heartiest congratulations to Jeremy Lalrinnunga.  Good news for NE   #CWG2022  https://t.co/NCKhzXCEbG,positive,positive
INNINGS BREAK  Kycia Knight - 62* (56) Hayley Matthews - 51 (50)  Fatima Sana - 2/41 Diana Baig - 1/14  Barbados posted a decent total. Will it be an easy chase for Pakistan?  #BARvPAK #B2022 #CWG2022 #CWG22  https://t.co/QAB4lNKyOm,positive,neutral
मीराबाई की भक्ति में उनकी शक्ति छुपी है 🏋️‍♀️💪  #MirabaiChanu 🙏🇮🇳 जय श्री राम 🙏🚩 #CommonwealthGames2022 #CWG2022 @mirabai_chanu  https://t.co/rRC1MQsSCv,neutral,neutral
"Congratulations 🎉 #Jeremy !! Another Gold for India, So proud of him! Jai Hind #CWG2022  https://t.co/Dsr9LIKgMQ",positive,positive
CWG 2022 Boxing: Shiva Thapa vs Suleman Baloch: Check here where to watch online   https://t.co/2Z0EhFanR3  #Pragnews #CWG2022 #Shivathapa #Sulemanbaloch #onlinestreaming #SonyLIV #BirminghamCommonwealthGames #Birmingham2022,neutral,neutral
Pakistan win the toss and opt to field first against Barbados in their first game of the Commonwealth Games 🏏  #B2022 #CWG2022  https://t.co/1W124f5RXa,positive,positive
Bow down!  #CommonwealthGames2022 #CWG2022 #India  https://t.co/0vfIfo3HSH,neutral,neutral
From one champion to another ❤️  World Champion #AndersonPeters wishes Olympic Champion @Neeraj_chopra1 a speedy recovery ahead of the #CommonwealthGames2022. 🇬🇩🇮🇳  #B2022 #CWG2022 #Tournament #Champion #Sportzcraazy #Followus #SocialMedia #Tweet #Getwellsoon  https://t.co/n7LiQNvDMg,positive,positive
"One team, one dream ✊  Next up: #MAS 🇲🇾 vs #JAM 🇯🇲 ⏰ 2am  #CWG2022 #B2022 #DemiMalaysia #BadmintonMalaysia #Badminton  https://t.co/fWoRbdiNOe",positive,neutral
#CWG2022,neutral,neutral
#CWG2022,neutral,neutral
"@narendramodi @Pvsindhu1 @prasarbharati @mannkibaat @ianuragthakur @narendramodi Sir, no intent from Govt to bring sports on radio, also these events not included in mandatory sharing list. Where is public service from @prasarbharati @mannkibaat  #CWG2022 #AsiaCup2022 Pls look into 📻 b'cast atleast for below sports 🙏.    https://t.co/4DnTM35Tpp",positive,positive
"हमें आप पर गर्व है!💐  भारत ने बर्मिंघम राष्ट्रमंडल खेल में अपनी विजय गाथा की शुरुआत करते हुए तीन पदक जीते।  वेट लिफ्टिंग में मीरा बाई चानू ने स्वर्ण, संकेत महादेव सरगर ने रजत और गुरुराजा पुजारी ने कांस्य पदक जीतकर देश का मान बढ़ाया।  #CWG2022  https://t.co/PF40GyxF5P",neutral,neutral
Sanket Sargar's  journey is an inspiration for everyone.  #SanketSargar #WeightLifting #India #Struggle #CommonwealthGames #CWG2022 #SKY247 #Socialmedia  https://t.co/r5ega9jeFC,positive,positive
@srao7711 Its fake news on 3rd August she will compete in 400 Mt #CWG2022 #CWG2022India,negative,neutral
#Birmingham2022 #CWG2022  MALAYSIA 🇲🇾 🆚 SRI LANKA 🇱🇰  🗓 31 July 2022 (Sunday) 📌 [QUARTERFINALS] 🕓 6pm [MYT]  LINK LIVE ⬇️  https://t.co/AY1iMr9BVV  *Choose channel 4  Goodluck &amp; All the best Malaysia 🇲🇾🔥  #CommonwealthGames2022 #Birmingham2022 #SokongMalaysia #DemiMalaysia,positive,positive
Achinta Sheuli successfully lifts 137kg in his 1st lift in Snatch.  #CWG2022 #B2022,positive,positive
ಕಾಮನ್ ವೆಲ್ತ್ ಕ್ರೀಡಾಕೂಟದ ಮಹಿಳೆಯರ 55 ಕೆ.ಜಿ ವಿಭಾಗದ ವೇಟ್ ಲಿಫ್ಟಿಂಗ್ ನಲ್ಲಿ ಬೆಳ್ಳಿ ಪದಕ ಗೆದ್ದ ನಮ್ಮ ದೇಶದ ಬಿಂದ್ಯಾರಾಣಿ ದೇವಿ ಅವರಿಗೆ ಅಭಿನಂದನೆಗಳು.   #BindyaraniDevi |  #CWG2022 |   #Birmingham2022CommonwealthGames  https://t.co/FlZgTwBfKG,neutral,neutral
timesofindia: #CWG2022 #CWG2022India #Birmingham2022    Indian team manager accused of 'rude behaviour' by organisers  The official has since been asked to maintain a low profile during the #CommonwealthGames  Full Story 👉  https://t.co/FyEsHabSqk  https://t.co/bLMY1K8pXg,negative,negative
"बर्मिंघम में दिखा भारत की युवा शक्ति का दम!  #weightlifting में शानदार प्रदर्शन करते हुए #CWG2022 में भारत के लिए स्वर्ण पदक जीतने वाले जेरेमी लालरिनुंगा व अचिन्ता शेउली पर पूरा देश गर्व कर रहा है, आप दोनों को हार्दिक बधाई और अंनत शुभकामनाएं।  https://t.co/BpkwyaWglk",neutral,neutral
@oyeekd Great news now @ddsportschannel 1.0 can show #CWG2022 other events. Of cricket starts have on #PBNS Home channel.   @abhishek_goldi pls ensure this.,positive,positive
Indian Marathon Athletes Nitendra Singh Rawat finises 12th in the Men's Marathon and he did't Qualfiy for the Finals .  📷 SAI/ CWG  #CWG #CWG2022 #B2022 #CommonWealthgames #commonwealthgames2022 #marathon  https://t.co/WRubne9idK,neutral,neutral
"ONE MORE GOLD 🥇 FOR INDIA!  19-yr old Jeremy Lalrinnunga  lifted a total of 300kg (GR) in Men's 67kg Finals🏋‍♂️ to win Gold Medal for India in #CommonwealthGames2022  We all are proud of you, young Champion!  #CWG2022  https://t.co/rBkY8suLz0",positive,positive
#CommonwealthGames2022 #CWG2022 #weightlifting #313KG Our Athletes are sleeping with GOLD n Our morning is starting with that GOLD news... Well Done Team India 🏋️ 👏🏼,positive,positive
Congratulations for big achievement  @raltejeremy @Media_SAI #GoldMedal #CWG2022 #CWG2022India  https://t.co/4xL3ChlUEa,positive,positive
"*CWG 2022: Indian Men's Hockey team opens campaign in style, thrashes Ghana 11-0* 🥰🇮🇳🥰 #CWG2022 #CommonwealthGames2022 #CommonwealthGames",neutral,neutral
#CWG2022 Opening Ceremony | From Jaguars to Land Rovers to Mini Coopers  72 vehicles from 5 decades have been put together as a tribute to Birmingham's motor industry history. #B2022   Live blog:  https://t.co/YDfCHkx0tt  https://t.co/LIvgZgo1lQ,neutral,positive
"#TableTennis was the breakout sport for India at last #CommonwealthGames. Instead of building on that, federation issues, court cases, player tantrums have took us backwards. #CWG2022",negative,positive
CWG 2022: Indian men's table tennis team marches into semis after win over Bangladesh in QFs #CWG2022 #TableTennis #Birmingham2022  https://t.co/HAQtyn3Bj8,positive,positive
CWG 2022: সেমিফাইনালে নটরাজ   https://t.co/dKose4XeNu #SrihariNataraj #CWG2022 #CommonwealthGames  #Birmingham2022  #swimming #SajanPrakash,neutral,neutral
Many congratulations to Mirabai Chanu for winning India's first gold medal at #CWG2022 in the women's 49kg weightlifting final! The whole nation is celebrating this wonderful performance..  Jai Hind! #MirabaiChanu #GoldMedal,positive,positive
🚨 𝗚𝗢𝗟𝗗 𝗨𝗣𝗗𝗔𝗧𝗘 🚨  #AchintaSheuli 🏋️ wins India's 🇮🇳 3️⃣rd 🥇 in an attempt that saw him break Commonwealth Games Record twice. He lifted 3️⃣1️⃣3️⃣ KG (1️⃣4️⃣3️⃣ S + 1️⃣7️⃣0️⃣ C&amp;J) 🌟  #Weightlifting 🏋️ #CWG2022 🏅 #B2022 🏟️  https://t.co/OGyIe0PLGE,positive,positive
Tree of the day. #CWG2022 #brum  https://t.co/LfPGIrdnpR,neutral,neutral
"CWG 2022: ભારતીય એથ્લેટિક્સ દળ ડોપિંગ પોઝિટિવને લઈ મુશ્કેલીમાં, હવે આ બે ખેલાડીઓ બહાર થયા  #CWG2022 #Doping #ParaAthletes   https://t.co/yp4tfxzrqc",neutral,neutral
"@IndiaRakusen A multi-dimensional, not just a 360° conspectus  Re your raising vulva worries women can have, d’you find the #England #CWG2022 Bronze-winning Team Pursuit Team, their #skinsuits with the vulval protection female cyclists need, body-positive role-models ?  https://t.co/HrMTe4P9QU  https://t.co/PNFQzWMtOO",negative,positive
SECOND GOLD MEDAL OF #CommonwealthGames2022 for India!  Jeremy Lalrinnunga wins GOLD in men's 67kg weightlifting event with a total of 300 kg. 😍  #B2022 #CWG2022 #JeremyLalrinnung #JeremyLalrinnunga 🇮🇳🇮🇳  https://t.co/OFsbEUep54,positive,positive
@GabbbarSingh I feel relaxed just by looking at the pics .. 🏖️🏖️ btw you following #CWG2022 ?,positive,neutral
भारतीय युवा वेटलिफ्टर जेरेमी लालरिनुंगा ने कॉमनवेल्थ गेम्स 2022 में कमाल कर दिया है. 19 साल के वेटलिफ्टर ने पुरुषों के 67 किलोग्राम भारवर्ग में गोल्ड मेडल जीता. #JeremyLalrinnunga #CWG2022 #CommonwealthGames2022,neutral,neutral
IT'S ANOTHER 🏅 Gold making whole 🇮🇳 super proud.  Heartiest Congratulations to #JeremyLalrinnunga Ralte of #Mizoram for the fabulous Gold medal 🏅 in the men's 67 kg snatch event  in #CommonwealthGames2022 in Birmingham #B2022 #CWG2022.  https://t.co/pC0Gk4MzKJ,positive,positive
Achinta Sheuli equals his personal best snatch of 143kg in the men's 73kg weightlifting competition at the 2022 CWG. He goes into the clean and jerk stage with a 5 kilo advantage over second placed Erri Hidayat of Malaysia.  #CWG2022 #CWG22 #CWG22,positive,positive
#SportsUpdate | “முழங்கை காயத்தால் தங்கம் வெல்ல முடியாமல் போய்விட்டது” - காமன்வெல்த்தில் வெள்ளி வென்ற சங்கேத் சர்கார் பேட்டி   | #SanketMahadevSargar | #CommonWealthGames | #CWG2022,neutral,neutral
"'This is the most open hockey tournament for the women I have seen at #CWG ever...Aus, Eng, NZ, India are all at the same level' - Fmr India captain @virenrasquinha on India's medal chances in #hockey @ #CWG2022 on #TOISportscast  Listen:  https://t.co/wG1ofAUY76  https://t.co/vuqdMffGUU",positive,positive
কমনওয়েলথ গেমসে চির প্রতিদ্বন্দ্বী পাকিস্তানকে হারিয়েই জয় যাত্রা শুরু ভারতের  #INDvPAK #TeamIndia #CWG2022    https://t.co/PV7dos3lp2,neutral,neutral
CWG 2022 Opening Ceremony Live  CWG 2022 LIVE✅  https://t.co/FgD2eClIG3  CWG 2022 LIVE✅  https://t.co/FgD2eClIG3  Date : 28 July - 8 August  Tickets for all other sports are still available.  Follow🔴  🗓️ Today ⏰ 11 PM onwards  #CWG2022  https://t.co/zdsJ6OnIaP,neutral,neutral
"CWG 2022, Men's Hockey Live - India 7-0 Ghana   GOAL! Nilkanta adds another the Indian men’s hockey team lead by seven now against Ghana!  #CWG2022  https://t.co/Faa3s8mVZH",neutral,neutral
What a shame for Pakistan. Another failure at international level. Who is responsible for this loss? #CWG2022 #CommonwealthGames22,negative,negative
That moment when u hear your Indian 🇮🇳national anthem play..  Goosebumps!!  Thank you @mirabai_chanu tears of joy for 1.3 billion Indians ..  Hope many more to go..At least hoping for 25 gold 🥇medals this time ..  #MirabaiChanu  #CommonwealthGames  #weightlifting  #CWG2022  https://t.co/ptGrIM7Wgd,positive,positive
#Swimming #CWG2022   Sajan finished 4th in his heat with 1:58:99. He finished tied 9th and just missed out on a finals spot.  https://t.co/yoR9TW3aTx,negative,negative
SILVER!  Missed gold by a kilo.  Sanket Sargar a very valiant effort💥 Speedy recovery champ! #CWG2022  https://t.co/7ZohQtcfeu,positive,positive
"@theskindoctor13 @ANI Congratulations! With this victory, you have become a prominent wellspring of motivation for young athletes of India.  Your gold medal will add to the shine of India's victories at #CWG2022.",positive,positive
Back to back 2 golds for @mirabai_chanu at cwg . Proud moment for whole nation . Lets bring more gold to home 🇮🇳.  #cheer4india  #MirabaiChanu  #CWG2022,positive,positive
#weightlifting #CWG2022 🏋️‍♂️🏋️‍♀️  Not looking good for Popy. She finished snatch with the best of 81kg. Popy failed to lift 84kg and 86kg in 2nd and 3rd attempt.  She will be 7th after the snatch.,positive,positive
भारताचे दुसरे पदक देखील वेटलिफ्टिंग मधूनच.🇮🇳  ६१ किलो वजनी गटात भारताच्या गुरुराजा पुजारीने कांस्यपदक जिंकले. 🥉 एकूण २६९ किलो (११८ + १५१) वजन उचलत गुरुने सलग दुसऱ्या राष्ट्रकुल स्पर्धेत पदक जिंकले.🏋️ #GururajPujari #weightlifting #CWG2022 #TeamIndia #cheer4india #B2022 #india  https://t.co/cBaKO6h2pc,neutral,neutral
That's Gold No 3 for India.  The 20-year old smashes the Games Record in Snatch and Combined Lifts to take the top prize   #TossTime #CommonwealthGames22 #CWG22 #CWG2022 #CWG2022India #achintasehuli #GururajaPoojary #gold #Champions #India4CWG2022 #TeamIndia #CommonwealthGames  https://t.co/ktgKECq33y,positive,positive
What an amazing display of sheer grit &amp; determination! Congratulations to P. Gururaja for bagging bronze 🥉 in the Men's 61kg Finals in Weightlifting at #CommonwealthGames2022. Every Indian is celebrating his 2nd consecutive CWG medal! 🇮🇳 #CWG2022  https://t.co/rqa3zfgM5O,positive,positive
"Results #Birmingham2022   DAY 2 : Mixed Team | Group Stage   🇲🇾1-0🇿🇦  Mixed Doubles  Aaron Chia Pearly Tan #MAS 🇲🇾 🆚 Jarred Elliot Deidre Jordaan #RSA 🇿🇦  21-7, 21-8 WIN ✅  #CWG2022 #BadmintonMalaysia #MalaysiaBadmintonLovers  https://t.co/ItAIxTtWJ7",positive,positive
Posted @withregram • @thebharatarmy 🇮🇳 INTO THE QUARTERS! India’s dominant display in the Group Stages continue 🙌🏼   #CWG2022 #B2022 #TeamIndia #badminton #BharatArmy @ India  https://t.co/os2NBeXQ8I,neutral,neutral
I feel india need KP navgire down the order to finish matches for india.  They have to groom her for that role And don't forget she idolize MS DHONI so she might learn so quick  #CWG2022,positive,positive
"One of India's most decorated sportspersons, @PVSindhu1 will have eyes on nothing but GOLD in #CommonwealthGames2022 🏸🇮🇳  #BirminghamMeinJitegaHindustanHamara  #B2022 #SonySportsNetwork #CWG2022  https://t.co/kPzDtBZ1XI",neutral,positive
Fantasy Preview: Trust Harmanpreet Kaur to deliver big-time🏏  Here are a few tips that could help you create your fantasy XI for the Commonwealth Games Group A fixture between 🇮🇳 🆚 🇵🇰 ➡️  https://t.co/6F1fCjGvX3  #INDvsPAK | #CWG2022 | #TeamIndia | #FantasyCricket  https://t.co/A4pcmhb38I,positive,positive
My best wishes to the @BCCIWomen cricket team and all our athletes participating in the Commonwealth Games. 🇮🇳 #CWG2022 #CommonwealthGames2022  #Ruknanahihaicheers,positive,positive
#India wins second #GoldMedal at the #CommonwealthGames22   Read complete details:  https://t.co/uhDiqscW7a #CWG2022 #CWG2022India #CommonwealthGames #commonwealthgames2022,positive,positive
Heartiest congratulations to @raltejeremy  for winning Gold at the #CWG2022.,positive,positive
Another Gold for India🥇   Superb performance @raltejeremy. Congratulations on winning the prestigious Gold medal at the Commonwealth Games. #CommonwealthGames2022  #CWG2022  #weightlifting  https://t.co/E18uKMXX6n,positive,positive
"PV Sindhu beats Mahoor Shahzad 21-7, 21-6 to to make it 3-0 for India against Pakistan  #CWG2022  Follow LIVE  https://t.co/4lxx31dYsE  https://t.co/jTn54P2xM2",neutral,neutral
Indian flag hoisted at CWG Village in Birmingham   READ:  https://t.co/6G8jiIKMcL  #CWG #CWG2022 #TeamIndia #CommonwealthGames @birminghamcg22  https://t.co/AQoz0ys7PB,neutral,neutral
#CWG2022 schedule for 30th July  #CommonwealthGames  #IndiaTaiyaarHai #India4CWG2022  @Media_SAI  @YASMinistry  https://t.co/QmtcEDjE1R,neutral,neutral
We Support Team India ! @birminghamcg22   #WINatCWG22BirCGI #WINatCWG22BirCGI🇮🇳 #Cheer4India  #IndiaTaiyaarHai #CWG2022  #AzadiKaAmritMahotsav   @CGI_Bghm  @YASMinistry @WeAreTeamIndia  @HCI_London,positive,positive
LEGEND!! The golden girl of INDIA. Mirabai Chanu wins India's first Gold Medal at CWG 2022.  #CommonwealthGames #Gold #MirabaiChanu #GoldMedal #Birmingham2022 #CWG2022 #weightlifting  https://t.co/CUeZZYbm3c,positive,positive
RESULTS XXII COMMONWEALTH GAMES BIRMINGHAM 2022 🏴󠁧󠁢󠁥󠁮󠁧󠁿  Category : Men Single MALAYSIA🇲🇾 21-11 21-8 🇿🇦 AFRICA  #DemiMalaysia #SokongMalaysia #CommonwealthGames2022  #BadmintonMalaysia  #MalaysiaBadmintonLovers #CWG2022  https://t.co/yObHKghqO5,neutral,neutral
"#CWG2022 Day 3: Boxing (Men)  Joseph Commey 🇬🇭 QUALIFIED for the round of 16 after beating Betero Aaree (Kiribati 🇰🇮) 5-0 in their featherweight contest.  He joins teammates Abraham Mensah and Wahid Omar, who have also made it to the next round.   #JoySports  https://t.co/2wB9hOwAL4",negative,negative
Congratulations #SanketSargar for the #SilverMedal at #CWG2022! #Cheer4India #wrestling,positive,positive
#CWG2022India: Srihari Nataraj qualifies for men’s 50m backstroke final; creates history   #SrihariNataraj #CWG2022 #CommonwealthGames22  https://t.co/VufNcFfHTX,positive,neutral
Haar gae 🤐😭 #CWG2022,neutral,neutral
@congratulations P. Gururaj on winning the #BronzeMedal at the #CommonwealthGames2022 #CWG2022.  https://t.co/419UAyS0xf,positive,positive
It's GOLD for Mirabai Chanu!🥇  India's 27-year-old star weightlifter grabs India's 3rd medal in weightlifting in the 49 kg category at #CWG2022 🏋️‍♀️  #CommonwealthGames | #CWG2022India  https://t.co/nNvPQuf3Je,positive,positive
"कॉमनवेल्थ गेम्स : मीराबाई चानू ने भारत को दिलाया पहला गोल्ड, 49KG कैटेगरी में पहला स्थान हासिल किया!  CWG में भारत का पहला गोल्ड मेडल पक्का हो गया। स्टार   #CWG2022 #weightlifting #mirabaichanu #GoldMedal #MirabaiChanu",neutral,neutral
"Aldridge, Dudley and Wolverhampton represented at the table then 🙄 #CWG2022",neutral,neutral
"When, where and how the Commonwealth Games will be organized, complete information will be available here #Cheer4India #EkIndiaTeamIndia #B2022 #India4CWG2022 #CWG2022 #IndiaTaiyaarHai @birminghamcg22   https://t.co/JC2OciObDx",neutral,neutral
"CWG में जेरेमी ने वेटलिफ्टिंग में 300 किलो वजन उठाकर, भारत को दिलाया एक और स्वर्ण पदक। बहुत बधाई एवं शुभकामनाएं। 🎉🎉 #jeremylalrinnunga  #CWG2022 #CWG22 #CommonwealthGames2022",neutral,neutral
"Who is #SanketMahadevSargar, son of 'paan' seller who won #India's first #CWG2022 medal?   https://t.co/8ZFF7602nI",positive,positive
#CWG2022 #Birmingham22 #B2022  The 22nd Commonwealth Games is officially open!  Follow for live updates:  https://t.co/tR2f9ese8S,neutral,neutral
Stupid strategy to bowl harman when everything was going good #CWG2022,negative,positive
What a victory #Teamindia  #CWG2022  https://t.co/nWC93Lb3b3,neutral,neutral
"Aakarshi Kashyap earns as easy 21-3, 21-9 win over Sri Lanka's Vidara Suhasni to give India 3-0 lead in the Mixed Team event.   #CWG2022 #B2022",positive,positive
"Inhale, Exhale - a story of perseverance, community &amp; strength. A cinematic, poetic celebration of Birmingham and grassroots sport from director Jaskirt Boora for @birminghamcg22 &amp; @bhamfest #CWG2022 #B2022 @BBCSport  Watch this &amp; more - @BBCiPlayer:  https://t.co/HsONGUQWtq  https://t.co/sLteEZ4Y3V",positive,positive
Today's match will be finished after a team wins 3 matches ryt?  #CWG2022,positive,positive
कॉमनवेल्थ गेम्स 2022 के पहले मैच में भारत 3 विकेट से हारा #HarmanpreetKaur #AlyssaHealy #ShafaliVerma #SmritiMandhana #INDWvAUSW #CWG2022  https://t.co/HhoRKQqNEt,neutral,neutral
#CommonwealthGames 🏟 #CommonwealthGames2022  #JeremyLalrinnunga🏋️‍♂️all the way🔥 wins 2nd🥇Gold Medal for #India 🇮🇳 fighting Cramps all the way  It's a new Commonwealth Games Record for #Jeremy 🏋️‍♂️with a lift of 300kg in 67kg #Weightlifting Event   #TeamIndia 🇮🇳 #CWG2022 #B2022  https://t.co/XpmfKmPZuH,positive,positive
#SilverMedal 🥈 #weightlifting 🇮🇳  Congratulations #SanketSargar 👏👏👏👏  #TeamIndia #CWG22 #CommonwealthGames #CommonwealthGames2022 #B2022 #CWG2022 #CWG22  https://t.co/k9wfXoQL9i,positive,positive
Commonwealth Games cycling shock as Olympic champion Matt Walls crashes into velodrome spectators #CWG2022 #CommonwealthGames   https://t.co/QORmCsB1hE,positive,positive
