title,bounty,coins,company,status,description,time
Parse Google Scholar Search Results,$45.00,"4,500",PhelimBradley,Open,"I'd like to be able to monitor Google Scholar alerts or new articles posted that match a search term and record them in a spreadsheet. Acceptance Criteria A spreadsheet of of new results matching a search term with URL to the paper, the authors of the paper and corresponding author email if possible.",due 11 months ago
Slack Bot Developer - Python + Bolt,$40.00,"4,000",GrailTrail99,Open,"I'm looking for someone who is experienced in creating Bots/apps in python that can work closely with me. First project is to create a slack bot with starting requirements as follows: Quiz Bot capability Ask bot for a question from question bank -> multiple choice question given -> tracks team scores Retrieve information from external resources ChatGPT integration Mathematics Calculations These are a few requirements, the idea of this engagement is to have a developer join our team and work through this app through multiple phases/engagements. INCENTIVE OF 50% BONUS IF WORK IS DONE RIGHT AND TIMELY + ADDITIONAL ENGAGEMENTS",due 7 months ago
Instagram Bot for the Liking Photos of Potential Customers Based on Specific Criteria,$36.00,"3,600",JoshOzeri,Open,Instagram Bot for the Liking Photos of Potential Customers Based on Specific Criteria Must have experience creating Instagram Bots.,due 3 months ago
Lucid Dreaming App,$36.00,"3,600",ajitadori,Open,"I want to make a React Native app that works on iOS and Android. It should: 1) Have a selection of totem sounds. The default should be the same two tone sound as this app: https://play.google.com/store/apps/details?id=com.neurelectrics.dive 2) When someone says they are going to sleep and turns it on, begin a 5 minute routine. This should play the sound once, then play audio that says some preset text (and people should be able to select the voice from a selection of voices, including depofaked Obama etc. We will link a program to do this). Then, at random times within the 5 minutes, play the two-tone sound again 5 times (again, both numbers that can be set in the settings). 3) Connect to the Oura ring V2 API. This is how tognrt real time sleep data: if t the user opens your app then the Oura app which stays open without sleep, it should real time sync data with the API with the ring. You can test this as well, I can buy you a ring temporarily or you can send me a...",due 4 months ago
Public Company Events,$36.00,"3,600",NateMitchell1,Open,"Every time a public company I follow adds an event to their calendar (earnings call, analyst/investor day, conference presentation), I would like it to automatically send myself a calendar invite in outlook. Acceptance Criteria I should be able to add and remove companies at my leisure (single company, or list of companies) I should be able to add other people to get the calendar invite Needs to work on outlook Technical Details",due 10 months ago
Transcribe & Summarize Proof of Concept,$27.00,"2,700",AccountsAdmin,Open,I would like to utilize whisper to transcribe audio from a meeting. I would like to utilize GPT-3 to automatically summarize the meeting from the transcript. It should support diarization to identify the different speakers. Below are some resources on solving this. https://lablab.ai/t/whisper-transcription-and-speaker-identification https://github.com/openai/whisper/discussions/264 https://huggingface.co/spaces/vumichien/whisper-speaker-diarization Acceptance Criteria It should allow me to put in my OpenAI API Key It should have a react frontend It should use a postgres DB It should use Ruby on Rails It should save meeting transcripts and summaries It should display meeting transcript and summaries It should provide extraction of any meeting takeaway tasks It should be deployed to replit for testing Nice to Have It would be great to have this be ready to move to being hosted on AWS but this is nice to have not need.,due 9 months ago
Simple Three JS Animation,$22.50,"2,250",mail105,Open,Three JS animation for Webflow Please use this video as a reference. It should loop seamless https://share.cleanshot.com/Ss5514Mx Inspiration/Reference This should be embedded into a webflow project.,due 3 months ago
SwiftUI: Build a AutoCompleteTextView (Android) equivalent in swiftUI,$18.00,"1,800",IdleIdle,Open,"I currently have a form in iOS/swiftUI with a bunch of text fields They look like this TextField(""Some input"", text: $something).textFieldStyle(.roundedBorder) I want to be able to have a SwiftUI component that looks/can be styled just like a textField (just in case my designs change in the future). But as the user starts to type, there is a floating window with options that appears and the user typing will effectively filter that list. You can think of it as building a country picker (just text though, no images) of a CountryPickerTextField. Acceptance Criteria You should deliver the swiftUI struct that ends up looking like a textField but upon clicking on the field, some sort of popup/window/dropdown menu will appear and the user typing will filter that list down.",due 9 months ago
Building a Secure React Native Web Application with MongoDB Backend and API Key Management,$18.00,"1,800",PeterCalvanelli,Open,"You are tasked with building a React Native web application that allows users to create accounts and log in to the application. You will be using a MongoDB database as the backend for storing user information such as username, password, and email address. The application should also allow users to manage their API keys. Upon signing up with the application, each user should receive an API key. The application will need to have a signup form where users can create an account by providing a username, password, and email address. The form will need to validate the input to ensure that the username is unique, the password meets certain strength requirements, and the email address is in a valid format. Upon successful signup, the application should generate an API key for the user and store it in the MongoDB database along with the user's account information. Once a user has created an account, they should be able to log in to the application by providing their usernam...",due 10 months ago
Help me with a React Native hermes.js iOS 16 crash,$9.00,900,NeilSaigal1,Open,I need some help debugging a react native crash!,due 4 months ago
Seeking dev experienced in react native reanimated to do a bottom sheet animation,$9.00,900,tgorer,Open,"Seeking dev experienced in react native reanimated to do a bottom sheet animation Problem Description I have a react native app with a floating bottom bar, just above the tab bar. When the user pulls up on the floating bottom bar, it's supposed to expand into a bottom sheet. The bottom bar should grow downwards and upwards, into the bottom sheet. The task requires react native reanimated with someone who has >1-3 years experience in it. Acceptance Criteria When user pulls up on floating bottom bar,the bottom bar should grow downwards and upwards, into the bottom sheet. When user pulls down on the bottom sheet, it should re-size back to the original floating bottom bar. The bottom sheet should have a scroll view inside it with a FlatList of text elements. Technical Details Cycle price is negotiable. Link to Project",due 8 months ago
Simple idle mobile game,$8.55,855,WALTERBBG,Open,"I need someone to make me a simple idle mobile game. loading page (with a title and some words) main page (some buttons and a background picture) user clicked button and get token token used to buy miners , rooms, racks & electricity generators (i can set and add the miners and electric generators myself)| user need to buy rooms to be able to put racks user need to place miners and electricity on rack to let them start working electricity generators generate electricity electricity used by miners and miners produced gems login with discord button button of x2 gems produced but need watch ads Acceptance Criteria Communicate in English",due 1 month ago
Create a webapp that takes a webflow site and makes it available to host externally,$4.50,450,vandonegal,Open,We want to create a tool that makes webflow CMS sites available to host externally without breaking CMS functionality. Acceptance Criteria Need the following workflow: App should take a webflow site URL. It should check all CMS items and pages. It should link all CMS items to respective pages and link all pages with each other. Technical Details You can check Udesly’s Jamstack implementation. Need something similar. Timelines / Milestones You tell me.,due 9 months ago
API that connects GymSales > AirTable (built in Make.com),$4.50,450,msliedrecht,Open,We need a scenario built in Make.com that pulls data via API from our lead management solution (GymSales) and the data pushed to an AirTable base. GymSales API: http://apidocs.gymsales.net/docs/vwnazjcr7m0r#class_Reports We need to get the following fields (all supplied via API): Name Status Marketing Source Contact Method Lead creation Time Time to first contact attempt Calls Attempted Spoke to SMS Email Next action? Note that it groups people by the lead creation date and that you'll need to parse the date text to get a useful result.,due 10 months ago
Seeking Laravel/Svelte Help for AI Writing Application,$450.00,"45,000",CaliforniaSurfer,Open,Note: This initial bounty is simply a placeholder. We are looking for ongoing help and are seeking skilled people for full time (or close to full time) work. Application background below: We have built a basic application that allows people to write stories using the OpenAI API. The app is built primarily in Laravel and Svelte. We are seeking someone experienced to help us polish the app and get it production-ready. If you have experience with OpenAi integrations along with the frameworks above - please send us an email or message on Replit. We are hoping to get this job filled extremely quickly and will be doing interviews all week.,due 1 month ago
AutoGPT that finds targets & emails them,$270.00,"27,000",JasonCalacanis,Open,"I'd like an AutoGPT agent that checks our database of already contacted companies (by URL), then finds new startups on crunchbase, producthunt, and linkedin, and sends them a semi-automated email from one of our researchers introducing our venture fund. Acceptance Criteria App is able to find a recently updated crunchbase profile with specific criteria (i.e. geography, investment stage), and sends an email to that founder. Technical Details",due 6 months ago
"VS Code, Docker, Azure Machine Learning Studio Pipeline to Transcribe Youtube Videos",$225.00,"22,500",YorkvilleDS,Open,"I need someone to help me write a docker container which will work locally on MacBook Pro with M1 Chip and can be pushed to Azure Container Registry and work with Azure Machine Learning Studio. The functionality in the container is to transcribe text fromYoutube videos and create files stored on my Azure storage resource. So if we supply a list of URLs to the system, it will transcribe them using my NVDA Compute Cluster on Azure. I already have this working on my local MacBook. But the reason I want to do it on Azure is the GPUs will run the transcription way faster on Azure - I need to productionize this capability , build efficient pipelines so I can scale in the cloud. I have a lot of the necessary code built already and will share as part of the build/test process here. Main issue is getting the connectivity between Docker image and Azure Machine Learning Studio to work correctly. The challenge I’m having is that I can’t figure out which base image to use and then which versi...",due 7 months ago
Looking for sr web dev (stack: Typescript React Nextjs Firebase Vercel),$180.00,"18,000",ab324,Open,All info here: https://bit.ly/sante-eng Email me if you're interested. This is a long-term project (the bounty target date and amount are just placeholders).,due 6 months ago
Stock Paper Trading WebApp,$180.00,"18,000",galaxyhiker42k,Open,"Build a robinhood like paper trading application. There are many Robinhood like app forks on Github (eg: https://github.com/ebaek/MerryMoney). You can pick any of them, then use a backend service such as Railway (for DB etc), Netlify/Vercel (app hosting, frontend etc), IEX API (for market data) and build a application based off that. App must include basic stuff such as simple auth (via Magic), charts, submit order, p&l history, portfolio update, and quotes etc. All the elements of a paper trading app. Basically you are taking an example app on Github, customizing and building it. Acceptance Criteria App that is deployed in our Railway, Netlify, Magic environments along with code that is well documented with step by step instructions to setup the app",due 4 months ago
Send me an SMS when new baby swim classes are available,$180.00,"18,000",jispwoso,Open,"There's a German website that lists baby swim classes in Hamburg: https://www.baederland-shop.de/kurse To list the available classes, a form with four inputs needs to be filled. I want to be notified when classes that match the following filter: Kurskategorie: Eltern & Babys Kursart: Aqua Baby 1 (3-10 Monate) The other two fields (Bad and Date) can be left on the default setting. The results are listed across several pages. I want to be notified whenever new courses are added, regardless of which page they are on Acceptance Criteria I need to actually have been notified successfully when new classes became available",due 9 months ago
Build custom excel report that gets external data from various advertising and ecommerce platforms,$180.00,"18,000",MikeZapata,Open,"My current workflow is to manually run daily reports on TikTok, Meta, Google, Shopify (and more) and manually input the data into an excel spreadsheet to generate a daily report. Acceptance Criteria An automated report using Microsoft Excel Power Query (or other) to import, combine data from multiple sources and shape it into a daily report format I have created.",due 11 months ago
Fine Tune GPT-3 on My Blog Posts,$180.00,"18,000",packym,Open,I would like to fine-tune GPT-3 on my blog posts -- I've written hundreds of thousands of words. I'd like to be able to use the model to write down essay or paragraph ideas and have the model write them for me in my own voice. I can provide links to blog posts to fine-tune on. The deliverable should have an easy-to-use interface for me to interact with my model and get writing back.,due 11 months ago
Multiple Users Google Auth,$180.00,"18,000",RamonBerrios,Open,"Currently, if our users signup to our web app using Google Auth they can't share their credentials. Acceptance Criteria: The real solution for this is to allow our users to invite other users within their organization.",due 11 months ago
Build a website process where people can upload an image and create a unique AI artwork,$103.50,"10,350",crillbill,Open,"Problem: Basically, I am looking to upload a photo, then through the magic of ai, generate a new version of the person in that photo in a different scenario. Example, I upload my picture and then tell the AI to redraw me in the style of Van Gogh, or cartoon me like a simpson's cartoon and spit out my image redone in that style. After I upload the image, I select the criteria for my image, and AI outputs the finished product. Acceptance, I should be able to upload a photo, create a unique AI artwork (via StableDiffusion, MidJourney, Dall-E-2 or other) in 5 presets to manipulate the photo and show the new image on page.",due 10 months ago
Convert Python Google Cloud Functions to Typescript Cloudflare Workers,$90.00,"9,000",WilliamBarber7,Open,"I have ~10 google cloud functions written in python that are running as google cloud functions that I'd like converted to typescript cloudflare workers. Nothing too complicated, just looking to improve the performance and cost of my setup. The functions are pretty straightforward, very basic code, largely web scraping oriented. Acceptance Criteria I need you to have ~3 hours per day or more to give to this task over the next two weeks.",due 5 months ago
ChatGPT Plugin,$90.00,"9,000",galaxyhiker42k,Open,"We have an API containing generic information on weather, sports, markets etc that we'd like to expose via a ChatGPT Plugin. The response from the API is updated every hour or so. Acceptance Criteria ChatGPT Plugin built on Railway, Replit or Netlify app or a combination of the three with a well written doc outlining workflow of the plugin and steps for locally installing the said plugin within ChatGPT. Timelines / Milestones Sooner the better. Know that this could be the start of working on something cool..!",due 4 months ago
Chatbot interface for doola,$90.00,"9,000",doolahq,Open,"- Build a AI powered CPA or formation assistant Acceptance Criteria - The chatbot should have a simple interface. We will provide an API. The chatbot must be able to generate a proper response regarding data including answering basic questions about formation in different states, and tax compliance rules around different entity types. Technical Details- Frontend - React, Typescript, Next.js Backend - Node.js, Express Database - Postgres",due 7 months ago
Auto-respond to tweets with AI,$90.00,"9,000",anksolado,Open,"Interesting people don't get enough interesting replies from AI Acceptance Criteria An AI, using OpenAI's API, looks for highly popular tweets, and responds to them, using a prompt that the user creates. The app should allow a user to: Auth with Twitter Create a prompt that the AI will use to reply (ie ""reply with a witty comment in the style of Shakespeare"") Choose how many tweets to send out per day Run in the background, searching for tweets that are popular Space the tweets out evenly throughout the day Technical Details Not important to me how the dev decides to build this",due 10 months ago
Alerting application for crypto/stocks,$90.00,"9,000",MaanFtouni,Open,"The application will scan a certain asset list containing trading pairs (example, BTCUSDT, ETHUSDT), and displays if that assets price is above 4H EMA 200 on multiple timeframes (15min, 30min, 1H, 2H, 4H, 6H, 12H, 1D,3D,5D,1W). price above displays a green box, price below displays a redbox.",due 10 months ago
Technical Support for New SaaS Company,$49.50,"4,950",ItaCaroline,Open,"Looking for someone to provide technical insight and support building an exciting new product that aims to rethink the way we view integrations between productivity SaaS products and the incentives to build them. Scope of your responsibility is dependent on how conversations go and I will adjust the bounty accordingly. Acceptance Criteria Please reach out if you are someone who can show history of working with AI tools, SaaS integrations, or having built a unique web or browser app. Technical Details More detail will be provided to accepted applicant.",due 8 months ago
I need help understanding how Amazon detects the request module even when using headers and cookies,$45.00,"4,500",nordinho,Open,"I've been using the requests module to get data from Amazon successfully until now. Amazon somehow always detects the requests module is being used even with headers or cookies and changing IP. I do not need a solution for this, I want to understand how they are doing this. I copied the headers and cookies directly from the network tab in my browser. The real odd thing is that if I make the request through cURL I get the webpage back - the exact same request with python and requests gets rejected, how is this happening? Acceptance Criteria You are able to explain how it's done Technical Details requests module is used through python headers are copied directly from the requests the browser send Link to Project",due 3 months ago
Add signup form using API to existing framer-hosted website,$45.00,"4,500",ToreyKorsunsky,Open,"Connect our waitlist service (Prefinery) using an API to our Framer-hosted website, so that when a referral clicks on a custom link, it automatically tags that new signup to the referrer. The custom link is automatically generated, we just need to create the form using prefinery's API. Acceptance Criteria When a user signs up using their email on our website, it automatically triggers a reward for the user who referred them",due 3 months ago
TS component with spinning 3d logo using three js and framer,$45.00,"4,500",simonasaservice,Open,"I need a spinning 3d icon to use in my nextjs webapp. I have this icon I want to add it as a spinning element, basically just like this example from the Framer Three example set, using my icon instead of the star. I have already created a glb file though I would like it to be smaller in size if possible. Perhaps extruding the SVG will be better? I leave that to the expert! Acceptance Criteria My icon is rendered in 3d using the latest libraries from three js and framer motion and which is able to be added easily to my nextjs app. This should be delivered as a component with variables exposed to start and stop rotation and adjust color.",due 4 months ago
Full Month Calendar - Integrate .ics Stream to Display Custom Time Blocks,$45.00,"4,500",sxyh768d4k,Open,"Develop a custom full month calendar for my website, integrating .ics data to display availability with distinct time blocks: morning (8:00-12:00), afternoon (12:00-17:00), and all day. Use lower-left triangles for morning appointments, upper-right triangles for afternoon appointments, and solid squares for all-day appointments. Acceptance Criteria A working calendar that quickly and reliably functions as described above that can be displayed in iframe of website. Technical Details Please advise. Need the code to be commented and able to be edited by future hunters.",due 6 months ago
Improvements to Website Summarizer app,$45.00,"4,500",RyanWiggins,Open,"This improving an existing app for investigating how legitimate the business behind a website is. It provides a chatgpt summary of the business behind the website and some legitimacy signals. Your goal is to improve the display and add some legitimacy signals. Acceptable signals include: Check for recent activity: Analyze the website's blog, news, or updates section to check for recent posts or announcements, indicating that the business is active. Jobs: look for a jobs page Products / selling: look for shopify, etsy, or other integrations that would indicating items are being sold Updated copyright year: Check if the copyright year in the website's footer is current, which may suggest that the website is being maintained. Google search results: Perform a Google search for the business name and look for recent news, reviews, or other information that suggests the business is currently active Acceptance Criteria Design improvement: When a website (replit.com) is...",due 8 months ago
Make a bot that plays my game perfectly,$40.00,"4,000",LuisAFK,Open,"I have a game called Perfectly Balanced, and I need two things: A bot that can play the game forever, making no mistakes. This one should use no AI, and should use only logic, timing, etc. Another bot that plays very well, but not necessarily forever. This one should be an AI (Brain.js, TensorFlow.js or whatever) A simple way for my game to detect the bot, and all other bots I understand that there are undetectable cases, but I want to be able to detect most of them. Acceptance Criteria The bot must be made in JavaScript, so it can either be a script that you put into the console, or a bookmarklet or a Chrome Extension (preferably a bookmarklet). For the bot detection, it must be able to detect all kinds of bots, even ones not made in JavaScript. This could be done, for example by seeing if a user got too many points too fast. So for example if a user submits 100 points to the server and then anothere 100 five seconds after, it's obviously a bot. Any questions? ...",due 7 months ago
Create a stunning standalone page to view NFT (with QR code of NFT Mint TX),$24.30,"2,430",VijayanSwaminat,Open,"Make viewing NFTs interesting (text, image, video or animation) Acceptance Criteria View NFT with details of mint beautifully rendered with a dark or light mode option Built preferably on react and that is responsive (portable to react native if need be) Create a stunning viewing experience the NFT The page may take the TX hash as input and display the NFT (with QR code and also the TX has) beautifully aligned - dark mode will have QR code in white and light mode will have QR code in black. A terrific user experience is expected. It is a single stand alone page - which should quite make the functionality (unless there's a need for additional pages).",due 8 months ago
Help getting Firebase cloud functions working with Serpapi using Vue/Vite/Localhost/Vercel.,$22.50,"2,250",asherhunt2,Open,"#Problem The problem is that I am unable to get Firebase cloud functions working with my vue/vite/localhost setup. I am experiencing CORS issues and am unable to establish a ""hello world"" moment with the cloud functions. This is preventing me from being able to make server-side API calls via cloud functions in my vue application. Acceptance Criteria Successfully deploy a working cloud function on Firebase that sends/receives requests to Serpapi. Help resolve CORS issues with localhost and establish a connection between the cloud function and my Vue app. This should also work when deployed to Vercel. Able to make server-side API calls via cloud functions using my vue app Provide clear documentation on how to reproduce the setup Technical Details Firebase cloud functions Vue.js Serpapi Vite Vercel Localhost CORS configuration and troubleshooting API calls and integration with vue app.",due 10 months ago
Convert former Github CEO's Python code file into Javascript - Use no librares & should run in console of any webpage,$21.06,"2,106",AskProgrammers,Open,"Nat Friedman & a collaborator wrote this Python file recently. It drives a web browser using GPT-3, passing in a simplified DOM as part of the prompt. GPT3 uses the prompt + simplified DOM/browser content to issue 'commands'. Here's the file: https://github.com/nat/natbot/blob/main/natbot.py The focus here is getting a simplified DOM - (the browser_content var in the file) - using just JS and no external library (e.g. no Playwright lib). It should be JS I can run in my console. Acceptance Criteria I should be able to paste your JS code into any webpage and have it return a simplified DOM that's identical/near-identical to the browser_content in this python code. I should be able to run 'click(id)', type('id') etc. just like this python file https://github.com/nat/natbot/blob/f99518d3deee33cb117166049e1c99314080f7e5/natbot.py#L191 - the id's should map the simplified DOM aka browser_content to actual elements. And the actions should act on those elements. You ...",due 10 months ago
Scalable Django App for YouTube Video /Audio Transcription whisper jax,$4.50,450,el1mb,Open,"Project Title: Scalable Django App for YouTube Video /Audio Transcription whisper ajax Problem Description: In search of a developer to create a Django app that integrates into an existing SaaS boilerplate. The primary objective is to transcribe YouTube videos and audio files using the Whisper JAX API. Core Features: -Users input a YouTube video URL or upload an audio file. -The backend fetches the video or processes the audio, then transcribes it using the Whisper JAX API. https://github.com/sanchit-gandhi/whisper-jax -Present transcription in an editable textbox for user refinement. -Offer a summary of the transcription in an adjacent box. -Permit transcription in various languages, as facilitated by Whisper JAX. -Every video URL or audio file input should initiate a thread within the user's account. -The system should be capable of handling multiple simultaneous transcription requests. Acceptance Criteria: -Intuitive UI for YouTube URL input, audio file upload, transcription re...",due 3 months ago
Build a WhatsApp Business API Chrome Extension,$1.35,135,JavierAndre,Open,"# Problem Description We have a Chrome extension that works on top of whatsapp web, but want to adapt it to go fully into whatsapp's business API. We will be using their Cloup API solution. Check out their documentation here: https://developers.facebook.com/docs/whatsapp/cloud-api/get-started-for-bsps The frontend needs to be heavily adapted to have a whatsapp client to see messages and be able to respond to them. The backend needs to be built from scratch. The website needs to be heavily adapted to include meta's onboarding process. # Acceptance Criteria 1. build whatsapp client see messages send messages schedule messages (via templates) see different conversations create templates, send them for meta's verification, use them to send the messages, etc send attachments emojis, font formatting, etc... multiple agents can sign in to it 2. create a new backend connects with whatsapp's APIs has all the payment logic (to be defined) 3. create account management system frontend backend ad...",due 6 months ago
Systematic job retrieval from Mechanical Turk,"$2,700.00","270,000",Human-Protocol,Open,"HUMAN Protocol efficiently handles data annotation tasks by distributing them to its global workforce, ensuring their accurate completion, and managing worker payments. With a significant pool of workers ready for data annotations, this issue aims to leverage Mechanical Turk for the source of jobs. We need to efficiently locate, retrieve, and complete tasks from Mechanical Turk to maximize our workforce capacity and potentially offer faster and cheaper services. Acceptance Criteria The solution should be able to get available jobs from Mechanical Turk Should convert Mechanical Turk jobs into a format compatible with HUMAN protocol without data loss. Jobs should only be taken when deemed to be profitable. Ensure seamless operation with minimal manual intervention.",due 3 weeks ago
Minds ChatGPT bot,$900.00,"90,000",minds,Open,"Create a HuggingChat bot/channel on Minds.com which users can talk to. Acceptance Criteria Responds when tagged via ""Quote Post"" feature Responds when tagged via ""Comment"" feature Technical Details https://developers.minds.com",due 2 weeks from now
Use GPT-4 to fine-tune a chat workflow that generates template Python code for authenticating with web3 API (JWT and Biscuits),$873.00,"87,300",PhilBurgess,Open,"I need an expert with OpenAI APIs to build new workflows in GPT-4 that allow OpenAI to generate boilerplate/template python code for an end user based on a chat conversation. The end-user will ask to begin writing queries against a new web3 database, and the chatbot will need to generate python to: authenticating with the APIs of this new web3 database (which is complex and requires JWTs) see: https://docs.spaceandtime.io/reference/user-id fine-tune GPT-4 to write template python that imports the JDBC driver for this web3 database fine-tune GPT-4 to add python code that writes SQL against the database and performs whatever actions the user requests For example, the end-user could ask the chatbot, ""write me a python script that connects to Space and Time and inserts a new table with the following fields..."" and then your App will return python code that has template scripts to authenticate with Space and Time, and wraps the drivers into a little python SDK with a f...",due 2 months ago
Monitor binance news page for new listings,$180.00,"18,000",DavidPhillips14,Open,"I want to monitor this webpage for updates. When there is a new headline posted, I need it ingested into a database within three seconds. Acceptance Criteria Monitors the webpage for updates Record the headline in a database Some type of endpoint that will push the headline title message to me in under 3 seconds from time of publishing.",due 2 days from now
Build a similar website to Product Hunt,$180.00,"18,000",ChrisHughes6,Open,Build a website similar to product hunt. https://www.producthunt.com/ Build navigation bar clone Bonus: Can implement ELO ranking system Acceptance Criteria Ability to deliver a functional website similar to the product hunt homepage. Experience building websites in the past and can share a portfolio that I can review.,due 4 months ago
Automation for creating saved lists in Google Maps,$180.00,"18,000",MatthewAlldian,Open,I would like to use a list of places in a Google Sheets file and have them automatically added to a new saved list in Google Maps Acceptance Criteria Automation should save to my personal google account and include instructions on how to run it,due 6 months ago
Consumer cannabis Q&A chatbot,$180.00,"18,000",LucRip,Open,"#Problem Description: We need a simple chatbot that can answer basic questions about cannabis for consumers. The chatbot should be able to respond to queries about the effects of different strains, how to consume cannabis safely, and other basic questions that consumers might have. #Acceptance Criteria: To be considered complete, the chatbot must meet the following criteria: The chatbot must be able to respond to at least 10 different types of questions related to cannabis, such as ""What are the effects of sativa vs. indica strains?"" or ""What is the recommended dosage for edibles?"" or ""What is the difference between Live Resin and Live Rosin?"" The chatbot must be able to provide accurate and helpful answers to these questions. The answers should be based on industry-standard knowledge and best practices for cannabis consumption. The chatbot must be able to handle variations in language and phrasing for each question. For example, it should be able to respond to questions like ""What...",due 9 months ago
Parse a Structured PDF report.,$90.00,"9,000",FrankieSoriano,Open,"Our users have to digest a long PDF data report to extract a few pieces of information and make simple addition calculations to complete another task. We have a Bubble application that utilizes Xano database where the users currently upload and store this pdf report, open it, read it, find the relevant fields, make the manual calculations and then complete their task. This program should parse and provide the relevant fields as well as the calculated fields. Sample PDF: https://drive.google.com/file/d/1BDwaWXlWF7Yz0LeI3kpE4sBKJnFEV_9T/view?usp=sharing Acceptance Criteria The program should have an api to receive the report from Bubble, parse the data and store it in a way that individual fields can be called, and an api to return the needed fields to Bubble.",due 10 months ago
Twitterbot Builder App,$90.00,"9,000",themaxagon,Open,"The Twitterbot builder is a tool that makes it easy to build Twitterbots powered by GPT-3. The app allows users to authenticate a Twitter account to use as the bot, specify Tweet search criteria and a number of tweets per hour, and write a template prompt for generating responses. The app then uses the GPT-3 API to generate responses based on the template and the original tweet, and sends them to tweets matching the search criteria using the authenticated bot account. The app runs in the background and continues to monitor and respond to tweets as long as it is active. Functional Requirements: The app must allow the user to authenticate a Twitter account that will be used as the bot. The app must prompt the user to input a valid GPT-3 API key. The app must allow the user to write a template prompt, including a variable {original_tweet} to represent the original tweet that the bot will generate a reply for. The app must allow the user to specify a number of tweets per hour that the bo...",due 11 months ago
Help me set up and deploy an open source AI Avatar Next.js project on Vercel,$45.00,"4,500",KamalMango1,Open,"I found this awesome AI avatar generator open source project that I would love help and coaching setting it up locally on my machine as a dev environment and also deployment on Vercel allowing me to play around with the project, learn and build on top of it Acceptance Criteria I'm able to run the code locally (dev environtment) I have a staging environment on Vercel I have a production environment on Vercel I have a better understanding what it takes to set up a project with this stack Technical Details The project uses the following Stack: Next.js Chakra UI Prisma Replicate Stripe Stable Diffusion I'm pretty familiar with the front end aspect of the code and also familiar with Replicate. What I have 0 experience in and is blocking me from setting this up are Docker, Database, AWS, Email Server Link to Project Here's a link to the project's github repo https://github.com/shinework/photoshot",due 8 months ago
Poker bot to give suggestion for next move real time,$45.00,"4,500",HarryLiu12,Open,"First time to use Replit bounty, so, not sure I can get refund or not, if no one take this bounty. so, for now I will only pay $50 to get it posted. I'm willing to pay $500 total if this worked out. And I will most likely pay extra in the future to buy more features. (I have lots of ideas to extend this, but too much to put on here) Problem Description Poker hands and actions is very similar like natural language: it is a sequence of either cards or player actions. and the out come is win/lose x amount. So, utilizing existing NLP models like GPT-3 or ChatGPT, with extra poker hands training, we should be able to generate a bot, to take in hand and give a suggestion for optimal move. So, there are several tasks here: based on existing AI NLP model, using poker hands history, to further train the model, so the model can give optimal suggestions. the bot will be a mobile app. it can use mobile phone camera, to watch a computer screen, for online poker playing. and understand what is goin...",due 9 months ago
Port a Javascript game to our software store (using our APIs),$22.50,"2,250",mariannemakes,Open,"I'm seeking a developer to assist my team in porting games to our software store. We're currently working through a set of 100 games, and are putting out a take home challenge to port one game to our platform (we've chosen the game, have tested / ported the game ourselves, and the code is readily available). We're using this challenge to evaluate candidates to work with us to port hundreds of games and other apps to our store. Assuming the challenge is done well, we'll proceed with a week-long paid trial (for $500) to help my team port 20-30 games (or as many as you can port in a week of full-time work). And if the trial is successful, we'd love to continue collaborating on other related projects. These games have been tested, work well in a browser, and all code is readily available (open-source repos on GitHub) -- we're looking for someone to help us adapt and re-package these repos so that the programs can run locally on our desktop software platform. As a te...",due 3 months ago
Fix Google Cloud Bucket Issue,$22.50,"2,250",poolboy,Open,"I'm receiving the Google Cloud error ""Error: 7 PERMISSION_DENIED: The billing account for the owning project is disabled in state closed"" which can apparently appear when a storage bucket is not being referenced or linked correctly, or the URI is wrong. I am not an experienced coder so I'm not sure exactly how to fix this, I'm using Chat GPT to write the code for an experimental art project. The billing account is set up correctly. A snippet of related code: const uri = new URL(recordingUrl); const bucketName = uri.hostname.split('.')[0]; console.log('Pathname:', uri.pathname); const gcsUri = gs://${bucketName}/${uri.pathname.slice(1)}; console.log('GCS URI:', gcsUri); Acceptance Criteria Help me get past the error :)",due 7 months ago
Websocket React to Flask,$22.50,"2,250",TonyLewis2,Open,"I have a react frontend and a flask backend. I have setup a component to receive audio in the frontend and send it to socketio in the backend. However the audio streaming is not working as expected. Acceptance Criteria Typescript react component uaing reduc toolkit, with an in app button. Press button to record audio. Audio is chunked and sent to websocket flask backend. Then audio is sent to api for streaming transcription. Streaming transcription returns drafts and then final. Transcription should be passed back via websocket to textfield in frontend and update as new interim and final is being generated. Then when text is final the textfield should submit. When audio is on but there is no talking the frontend should determine there is no talking and not send any data to backend.",due 8 months ago
NextJS Webapp Sprint,$22.50,"2,250",chubaeth,Open,"Implement remaining features in the webapp. Includes implementing basic algebraic formulas w/ ethereum big number, making API calls, adjusting css (tailwind), etc Acceptance Criteria Ability to quickly finish tasks, strong technical skills, and is willing to continue contributing to the project Technical Details NextJS, ethers.js, tailwind",due 10 months ago
